uid,namedLocation,date,eventID,domainID,siteID,plotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,otherTagID,otherTagOrg,samplingProtocolVersion,identificationHistoryID,taxonID,scientificName,genus,family,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
"897e9542-e187-47b9-af02-2b9796afeee9","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01881",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"52aa1c74-8545-4f7f-ac16-07eca6f5ade2","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01893",,,,,"NEON.DOC.000987vE",,"PIRU","Picea rubens Sarg.","Picea","Pinaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"9690c31b-fffc-4eb2-9762-d90a48b0a934","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012","41",9.2,283.7,,"NEON.PLA.D01.BART.01789",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"7aa99b95-0318-4533-8aad-e7cf632eb35c","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01966",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"ab46f463-d884-4aac-8df5-10b07f883dba","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01777",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,"QC: NO ERRORS","llukas@neoninc.org","ramundson@field-ops.org",
"6a7ffeaa-471f-4127-b581-7c0720382205","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012","41",8.1,83.4,,"NEON.PLA.D01.BART.01870",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"779a09fb-be9a-4dbc-8d9a-73e139d30983","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01883",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"4958408a-9ab9-4876-b669-2a6ba891bb12","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01880",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"5d9bf489-017a-4ee8-a537-99cbd849ac22","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01963",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"1d733361-2177-4866-91d1-e0026dfd33d8","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01877",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"9f5f06d7-8dd1-4191-a9aa-ad6230e9fecb","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01788",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"e330eebc-9695-48a6-a120-419023d1dccb","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01895",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"0c2ad46e-02e4-4c02-bea6-82c656868ed7","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01872",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"399f8a75-65b9-45be-94d6-58784c438fc8","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01894",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"04c04d0d-da01-4d98-bc0c-cd6f1e20aab1","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01781",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"d1e04b73-c3b1-4ba6-9715-eca7a64e50f5","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01961",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"d243fcb1-016d-4000-a121-9856a93e7d21","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01873",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"cf300589-f98f-4e84-8988-6fd6766c9af4","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01787",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,"QC: NO ERRORS","llukas@neoninc.org","ramundson@field-ops.org",
"c4c587ec-0b8d-43dd-aab5-960060e95e21","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01797",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,"QC: NO ERRORS","llukas@neoninc.org","ramundson@field-ops.org",
"4702ac64-2838-4d08-853b-b923987a82cb","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01887",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"a42cc8b0-5039-4991-9f72-85c77eb1258c","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01876",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"55fedce3-8c64-47cb-8dde-a459a435e196","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012","41",3.9,84.1,,"NEON.PLA.D01.BART.01871",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"1313f26d-f97c-4e0d-8b63-21ae02f4d24f","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012","41",7.4,66.4,,"NEON.PLA.D01.BART.01869",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,"QC: NO ERRORS","llukas@neoninc.org","ramundson@field-ops.org",
"78903ae8-8e7a-4d17-9d0d-02850769341b","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01783",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"a7dc1867-cc4f-4524-955e-f0d226ae129f","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01779",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"741b088c-b1be-4529-b24a-12849c77dc82","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01879",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,"QC: NO ERRORS","llukas@neoninc.org","ramundson@field-ops.org",
"3f65bddc-d379-413d-90c4-973cb17555d2","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01794",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"ee9bbee8-36d7-4e29-953c-2eb8b9c803a2","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01885",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"840c9429-789b-4828-b583-ee7f0c2534a5","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01875",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"27e6c328-22aa-4426-a3e0-5db4b991b1c1","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01897",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"5aaa17f9-6247-4781-9422-669b690525ae","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01785",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"05f7964f-4993-4686-b712-c28b9156e72f","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01949",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"df1c6747-4df7-49d6-a13d-75e34c40e30a","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01795",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"247616b5-3983-4c83-8367-e23a01c3d166","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012","41",8.5,26.7,,"NEON.PLA.D01.BART.01868",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"0ff51dd3-cd08-4028-9fcd-cfc7428802c9","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012","41",7.9,322.5,,"NEON.PLA.D01.BART.01792",,,,,"NEON.DOC.000987vE",,"ACSAS","Acer saccharum Marshall var. saccharum","Acer","Aceraceae","variety",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"24169331-9761-4d47-92eb-9c03a6bed0cc","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01780",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"9c81a8df-dbce-4d76-9733-bda77fba32c0","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012","33",3.3,330.3,,"NEON.PLA.D01.BART.01864",,,,,"NEON.DOC.000987vE",,"BEAL2","Betula alleghaniensis Britton","Betula","Betulaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"e929bfae-a149-461b-aa01-98f5bad63fb8","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01896",,,,,"NEON.DOC.000987vE",,"PIRU","Picea rubens Sarg.","Picea","Pinaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"1dc1265d-f769-452c-9d3c-5567ebcd23ca","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01954",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"ccd92b5f-a81f-48e2-8e01-ddd38b94fdfa","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01889",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,"QC: NO ERRORS","llukas@neoninc.org","ramundson@field-ops.org",
"8f2888ba-a8b4-4776-9b89-e5954dd9a13f","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01964",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"020028a9-efd3-4172-9a99-e459bbdf3e94","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01796",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"aeb331b6-1806-4ac1-99a8-efed4fac9126","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01865",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"936755d2-751d-4ecd-a877-605698cb0f19","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012","31",5.1,82.2,,"NEON.PLA.D01.BART.01799",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"14482712-7f28-47c8-8534-0202b8353a17","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012","41",5.5,295.9,,"NEON.PLA.D01.BART.01791",,,,,"NEON.DOC.000987vE",,"ACSAS","Acer saccharum Marshall var. saccharum","Acer","Aceraceae","variety",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"c2c06351-1707-4a6e-9a88-d28ec00224e2","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01899",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,"QC: NO ERRORS","llukas@neoninc.org","ramundson@field-ops.org",
"ed6e49df-c1f2-4295-bdd3-c6eabf9ab623","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01886",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"d6403988-8b50-4a86-a1ae-a62d5e8a6ff4","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01878",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"77e7bd3f-05a8-42bf-907d-77ebeabfe4b6","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012","41",6.9,75.4,,"NEON.PLA.D01.BART.01867",,,,,"NEON.DOC.000987vE",,"BEAL2","Betula alleghaniensis Britton","Betula","Betulaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"5638197a-5e1a-4f15-be32-ec1a276a9d87","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01782",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"a4ec6ead-6355-4896-bc1d-9d9850f5c005","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01888",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"a9d0db80-c54e-4566-ae76-8c14366b615a","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01798",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"3cad9d3c-c15c-4367-8240-1b6085a3418c","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01892",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"53d5cf86-bc8d-4f31-b298-0eb578f99931","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012","41",7.2,344.1,,"NEON.PLA.D01.BART.01793",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"8f13254b-9ef1-4f37-835b-1ba3dbfe1719","BART_012.basePlot.vst","2014-08-05","vst_BART_2014","D01","BART","BART_012",,,,,"NEON.PLA.D01.BART.01890",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,"ddh location is at 13 cm because of elbow","llukas@neoninc.org","ramundson@field-ops.org",
"68c60db7-78b9-413b-b19f-d7aba5d8c466","BART_001.basePlot.vst","2014-08-13","vst_BART_2014","D01","BART","BART_001",,,,,"NEON.PLA.D01.BART.01902",,,,,"NEON.DOC.000987vE",,"TSCA","Tsuga canadensis (L.) Carrière","Tsuga","Pinaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"dac0e2d6-d299-4869-8e87-6732c97af1cd","BART_001.basePlot.vst","2014-08-13","vst_BART_2014","D01","BART","BART_001",,,,,"NEON.PLA.D01.BART.01513",,,,,"NEON.DOC.000987vE",,"TSCA","Tsuga canadensis (L.) Carrière","Tsuga","Pinaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"1c81ff85-c218-4578-bb69-f3da7cc65c7f","BART_001.basePlot.vst","2014-08-13","vst_BART_2014","D01","BART","BART_001",,,,,"NEON.PLA.D01.BART.01563",,,,,"NEON.DOC.000987vE",,"TSCA","Tsuga canadensis (L.) Carrière","Tsuga","Pinaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"95d4def7-5c5e-4b52-8aec-7e361fe2f041","BART_001.basePlot.vst","2014-08-13","vst_BART_2014","D01","BART","BART_001",,,,,"NEON.PLA.D01.BART.01685",,,,,"NEON.DOC.000987vE",,"TSCA","Tsuga canadensis (L.) Carrière","Tsuga","Pinaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"45c116db-2326-4587-940a-2c04c6bd1253","BART_001.basePlot.vst","2014-08-13","vst_BART_2014","D01","BART","BART_001",,,,,"NEON.PLA.D01.BART.01924",,,,,"NEON.DOC.000987vE",,"FAGR","Fagus grandifolia Ehrh.","Fagus","Fagaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"7484b1fd-e2cd-40fc-8f87-a55c512de950","BART_001.basePlot.vst","2014-08-13","vst_BART_2014","D01","BART","BART_001",,,,,"NEON.PLA.D01.BART.01915",,,,,"NEON.DOC.000987vE",,"BEAL2","Betula alleghaniensis Britton","Betula","Betulaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"49f49b47-d16f-475a-8208-af1ff6b663ad","BART_001.basePlot.vst","2014-08-13","vst_BART_2014","D01","BART","BART_001","41",7.7,288.7,,"NEON.PLA.D01.BART.01503",,,,,"NEON.DOC.000987vE",,"TSCA","Tsuga canadensis (L.) Carrière","Tsuga","Pinaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
"5888f27c-9da3-4e58-8365-f55fb7108b94","BART_001.basePlot.vst","2014-08-13","vst_BART_2014","D01","BART","BART_001",,,,,"NEON.PLA.D01.BART.01600",,,,,"NEON.DOC.000987vE",,"PIRU","Picea rubens Sarg.","Picea","Pinaceae","species",,,,,"QC: NO ERRORS","llukas@neoninc.org","ramundson@field-ops.org",
"03652360-dc70-471b-a2e5-920a468ebd68","BART_001.basePlot.vst","2014-08-13","vst_BART_2014","D01","BART","BART_001",,,,,"NEON.PLA.D01.BART.01912",,,,,"NEON.DOC.000987vE",,"PIRU","Picea rubens Sarg.","Picea","Pinaceae","species",,,,,"QC: NO ERRORS","llukas@neoninc.org","ramundson@field-ops.org",
"200db820-0ede-4d21-8421-75e0e300ce2b","BART_001.basePlot.vst","2014-08-13","vst_BART_2014","D01","BART","BART_001",,,,,"NEON.PLA.D01.BART.01923",,,,,"NEON.DOC.000987vE",,"BEAL2","Betula alleghaniensis Britton","Betula","Betulaceae","species",,,,,,"llukas@neoninc.org","ramundson@field-ops.org",
