uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"6db94578-4503-4118-8de4-bc3cc7677747","UNDE_013.basePlot.vst","2020-10-27",,"D05","UNDE","UNDE_013","distributed","deciduousForest",46.227894,-89.537131,"WGS84",20.2,304354.84,5122497.51,"16N",511.6,0.2,"OK","vst_UNDE_2020","distributedAndTowerSubset","allGrowthForms","31_100|32_100|40_100|41_100","NEON.DOC.000987vJ","Y",,"N","Y","Y","N","N","N","N","N","N","N",,"noneSelected","noneSelected","noneSelected","noneSelected",400,400,400,400,400,,,,
"baab26ca-ee18-4a33-89b9-7cec45949d76","UNDE_016.basePlot.vst","2020-10-29",,"D05","UNDE","UNDE_016","distributed","woodyWetlands",46.245970,-89.525485,"WGS84",20.1,305316.85,5124477.21,"16N",505.1,0.2,"logistical","vst_UNDE_2020","distributedAndTowerSubset",,,,,,,,,,,,,,,,,,,,,,,,,,"COVID19",,,
"04160011-49bb-4d34-ac67-5cfb191e588c","UNDE_020.basePlot.vst","2020-10-29",,"D05","UNDE","UNDE_020","distributed","woodyWetlands",46.207506,-89.481736,"WGS84",20.2,308555.51,5120097.08,"16N",507.2,0.4,"logistical","vst_UNDE_2020","distributedAndTowerSubset",,,,,,,,,,,,,,,,,,,,,,,,,,"COVID19",,,
"a1901af1-b732-4c00-a934-f9ed81e6421b","UNDE_021.basePlot.vst","2020-10-29",,"D05","UNDE","UNDE_021","distributed","woodyWetlands",46.218464,-89.511800,"WGS84",20.2,306274.95,5121387.58,"16N",508.7,0.4,"logistical","vst_UNDE_2020","distributedAndTowerSubset",,,,,,,,,,,,,,,,,,,,,,,,,,"COVID19",,,
"ed1d23fa-d2b7-40ac-a684-2c084787908c","UNDE_022.basePlot.vst","2020-10-29",,"D05","UNDE","UNDE_022","distributed","woodyWetlands",46.230668,-89.569550,"WGS84",20.1,301864.98,5122886.21,"16N",508.9,0.1,"logistical","vst_UNDE_2020","distributedAndTowerSubset",,,,,,,,,,,,,,,,,,,,,,,,,,"COVID19",,,
"7d69b9ee-11c6-4ff6-916c-92b290fee8d4","UNDE_018.basePlot.vst","2020-10-29",,"D05","UNDE","UNDE_018","distributed","woodyWetlands",46.243048,-89.534710,"WGS84",20.1,304595.36,5124175.25,"16N",506.4,0.1,"logistical","vst_UNDE_2020","distributedAndTowerSubset",,,,,,,,,,,,,,,,,,,,,,,,,,"COVID19",,,
"9727552a-4f6b-45ce-ab66-84475aab8e25","UNDE_019.basePlot.vst","2020-10-29",,"D05","UNDE","UNDE_019","distributed","deciduousForest",46.258243,-89.543562,"WGS84",20.3,303967.14,5125885.38,"16N",517.5,0.3,"logistical","vst_UNDE_2020","distributedAndTowerSubset",,,,,,,,,,,,,,,,,,,,,,,,,,"COVID19",,,
"6990e992-b6d6-4d61-ac30-6b12162b80ac","UNDE_014.basePlot.vst","2020-10-29",,"D05","UNDE","UNDE_014","distributed","deciduousForest",46.225960,-89.513299,"WGS84",20.2,306185.73,5122224.10,"16N",524.0,0.2,"logistical","vst_UNDE_2020","distributedAndTowerSubset",,,,,,,,,,,,,,,,,,,,,,,,,,"COVID19",,,
"c243c686-c432-452d-96ec-a92617000a0c","UNDE_023.basePlot.vst","2020-10-29",,"D05","UNDE","UNDE_023","distributed","woodyWetlands",46.230008,-89.501807,"WGS84",20.1,307086.11,5122645.84,"16N",516.4,0.2,"logistical","vst_UNDE_2020","distributedAndTowerSubset",,,,,,,,,,,,,,,,,,,,,,,,,,"COVID19",,,
"6201d42f-5a03-4334-9895-1464a68c7914","UNDE_015.basePlot.vst","2020-10-29",,"D05","UNDE","UNDE_015","distributed","woodyWetlands",46.231237,-89.506506,"WGS84",20.2,306728.10,5122793.83,"16N",510.4,0.2,"extreme weather","vst_UNDE_2020","distributedAndTowerSubset",,,,,,,,,,,,,,,,,,,,,,,,,,"Very well plot couple with snow and cold weather made sampling unsafe",,,
"6faf6832-e093-4a1f-9d76-66aa9f9cb2b3","UNDE_027.basePlot.vst","2020-10-29",,"D05","UNDE","UNDE_027","distributed","deciduousForest",46.210824,-89.490040,"WGS84",20.2,307926.52,5120485.81,"16N",516.7,0.3,"logistical","vst_UNDE_2020","distributedAndTowerSubset",,,,,,,,,,,,,,,,,,,,,,,,,,"COVID19",,,
